learner_id,proficiency_level,learning_goal,session_num,activity_type,content_difficulty,prev_score,real_time_score,engagement_level,adaptive_action,path_updated,reward_signal,next_proficiency
L0086,Beginner,Reading,7,Kanji,4.28,77.86,85.65,0.76,Revise,True,0.37,1.84
L0049,Advanced,JLPT N5,4,Grammar,4.82,56.68,66.66,0.47,Revise,False,0.46,1.61
L0083,Intermediate,Reading,19,Grammar,6.52,65.62,65.03,0.52,Repeat,False,-0.03,1.75
L0067,Intermediate,JLPT N5,11,Grammar,3.91,58.57,55.52,0.37,Test,False,-0.15,1.47
L0077,Intermediate,JLPT N4,15,Kanji,1.85,51.68,50.71,0.52,Revise,False,-0.05,1.11
L0022,Intermediate,JLPT N4,18,Vocabulary,8.04,71.15,93.26,0.85,Test,False,0.8,2.0
L0085,Advanced,JLPT N4,7,Vocabulary,7.32,84.6,76.81,0.77,Advance,True,-0.37,1.81
L0052,Advanced,JLPT N5,6,Kanji,5.66,69.92,62.72,0.78,Revise,False,-0.35,1.32
L0054,Advanced,Reading,6,Grammar,4.72,88.08,83.65,0.97,Advance,True,-0.22,1.77
L0009,Beginner,Writing,3,Vocabulary,4.94,58.48,51.32,0.91,Revise,False,-0.34,1.35
L0033,Advanced,Conversational,10,Listening,3.03,58.11,53.88,0.79,Repeat,True,-0.21,1.27
L0080,Intermediate,Reading,13,Listening,2.39,46.03,39.73,0.35,Advance,False,-0.3,1.54
L0070,Advanced,JLPT N5,3,Vocabulary,5.09,43.81,48.76,0.89,Repeat,True,0.24,1.56
L0009,Beginner,JLPT N5,6,Kanji,2.75,86.92,88.46,0.31,Repeat,False,0.08,1.82
L0055,Advanced,Reading,20,Listening,3.76,62.15,60.5,0.4,Repeat,False,-0.08,1.82
L0003,Advanced,Conversational,3,Grammar,4.07,43.18,52.5,0.99,Test,False,0.43,1.74
L0008,Beginner,Writing,9,Listening,5.32,56.16,32.13,0.58,Repeat,False,-0.83,1.68
L0061,Beginner,JLPT N5,16,Kanji,5.26,44.37,36.32,0.68,Advance,True,-0.38,1.47
L0066,Beginner,JLPT N5,20,Vocabulary,3.69,70.41,69.94,0.52,Advance,True,-0.02,1.38
L0078,Beginner,JLPT N5,9,Vocabulary,5.69,57.25,56.48,0.69,Repeat,True,-0.04,1.44
L0072,Intermediate,JLPT N5,7,Kanji,3.79,74.77,81.26,0.84,Repeat,False,0.31,1.93
L0085,Advanced,Writing,15,Listening,7.07,76.68,95.27,0.62,Advance,False,0.73,2.15
L0071,Beginner,Writing,15,Listening,6.43,61.77,42.8,0.49,Advance,False,-0.74,1.43
L0085,Beginner,JLPT N5,16,Grammar,5.38,56.6,87.52,0.77,Revise,True,0.91,1.58
L0025,Beginner,JLPT N4,16,Vocabulary,5.59,58.35,59.92,0.74,Test,False,0.08,1.63
L0077,Beginner,Reading,13,Grammar,4.19,60.75,66.51,0.73,Revise,False,0.28,1.64
L0010,Intermediate,JLPT N5,15,Kanji,5.93,24.31,31.47,0.9,Repeat,False,0.34,1.34
L0009,Beginner,Conversational,19,Vocabulary,2.25,33.81,38.49,0.76,Revise,False,0.23,1.65
L0095,Intermediate,JLPT N4,6,Grammar,7.16,84.14,89.01,0.75,Revise,True,0.24,2.1
L0017,Beginner,JLPT N4,3,Vocabulary,1.69,73.97,81.57,0.71,Test,False,0.36,1.98
L0061,Beginner,Writing,19,Listening,7.41,75.15,73.99,0.85,Revise,True,-0.06,1.97
L0051,Intermediate,Writing,10,Vocabulary,3.61,47.05,45.05,0.94,Advance,True,-0.1,1.56
L0053,Intermediate,JLPT N4,3,Vocabulary,1.0,64.97,76.22,0.8,Revise,False,0.51,2.02
L0017,Advanced,Writing,12,Vocabulary,4.67,62.95,55.85,0.31,Repeat,True,-0.34,1.62
L0008,Advanced,Conversational,3,Grammar,1.44,36.54,38.81,0.87,Revise,False,0.11,1.28
L0089,Advanced,JLPT N4,6,Listening,5.62,46.32,44.19,0.54,Advance,False,-0.11,1.68
L0086,Intermediate,Conversational,16,Listening,8.48,81.72,90.01,0.91,Test,True,0.39,2.08
L0027,Advanced,Writing,13,Grammar,7.3,74.45,87.13,0.53,Revise,True,0.56,1.93
L0089,Intermediate,Conversational,9,Kanji,4.88,77.36,84.43,0.8,Advance,True,0.34,1.74
L0096,Beginner,Writing,5,Vocabulary,5.64,79.97,89.81,0.51,Repeat,False,0.46,1.68
L0056,Intermediate,JLPT N4,9,Grammar,2.71,76.99,95.66,0.85,Repeat,True,0.73,2.21
L0072,Intermediate,JLPT N4,18,Grammar,6.28,76.75,85.73,0.52,Revise,True,0.42,1.58
L0039,Advanced,Conversational,1,Vocabulary,6.26,60.5,53.49,0.73,Advance,False,-0.34,1.67
L0098,Advanced,JLPT N4,13,Kanji,5.84,61.33,70.14,0.4,Repeat,False,0.41,1.7
L0043,Advanced,Conversational,17,Vocabulary,5.9,65.77,46.98,0.88,Advance,False,-0.74,1.66
L0005,Advanced,JLPT N4,19,Grammar,1.67,65.63,63.46,0.96,Revise,False,-0.11,1.69
L0086,Intermediate,Conversational,2,Kanji,4.9,77.34,78.84,0.51,Revise,True,0.08,1.86
L0074,Intermediate,Writing,3,Listening,3.85,65.85,79.44,0.4,Revise,False,0.59,1.72
L0078,Intermediate,JLPT N5,11,Listening,6.45,77.45,68.9,0.47,Repeat,True,-0.4,1.71
L0088,Beginner,Writing,18,Grammar,7.69,51.08,70.81,0.78,Repeat,False,0.76,1.79
L0033,Beginner,JLPT N4,7,Grammar,4.48,51.42,39.94,0.6,Revise,True,-0.52,1.41
L0095,Beginner,JLPT N5,17,Listening,6.0,56.82,64.25,0.37,Revise,True,0.36,1.51
L0084,Advanced,Writing,19,Vocabulary,5.57,74.81,68.69,0.45,Repeat,True,-0.3,1.1
L0033,Beginner,JLPT N5,12,Listening,7.14,58.4,59.72,0.82,Revise,False,0.07,1.57
L0021,Advanced,JLPT N4,1,Kanji,7.12,68.9,64.42,0.52,Advance,False,-0.22,1.44
L0079,Intermediate,Conversational,10,Listening,4.84,65.49,55.44,0.88,Repeat,False,-0.46,1.63
L0030,Beginner,Reading,16,Grammar,4.66,72.84,73.83,0.94,Repeat,True,0.05,1.63
L0089,Advanced,Writing,20,Vocabulary,3.63,57.35,59.57,0.94,Revise,False,0.11,1.61
L0011,Intermediate,JLPT N4,12,Kanji,6.24,89.33,90.07,0.67,Revise,False,0.04,1.87
L0081,Beginner,Writing,18,Grammar,6.62,61.23,53.74,0.54,Revise,True,-0.36,1.49
L0049,Beginner,Writing,3,Listening,2.65,97.31,91.64,0.35,Repeat,True,-0.28,2.08
L0074,Advanced,Reading,9,Grammar,7.53,83.15,76.31,0.51,Test,False,-0.33,1.92
L0028,Advanced,JLPT N5,5,Grammar,8.55,63.09,55.39,0.55,Advance,False,-0.37,1.66
L0027,Beginner,Reading,5,Grammar,2.83,70.0,53.07,0.32,Test,True,-0.69,1.67
L0075,Beginner,Writing,6,Kanji,5.84,89.65,87.49,0.72,Test,False,-0.11,2.06
L0003,Advanced,Reading,7,Grammar,4.4,71.22,57.83,0.61,Advance,False,-0.58,1.75
L0032,Beginner,Conversational,11,Kanji,3.25,87.23,74.69,0.97,Advance,True,-0.56,1.75
L0080,Intermediate,Reading,20,Kanji,6.88,88.64,91.94,0.74,Advance,False,0.16,1.95
L0089,Beginner,JLPT N4,19,Vocabulary,4.52,70.13,86.68,0.61,Repeat,True,0.68,1.75
L0071,Advanced,Conversational,19,Kanji,2.69,63.7,55.71,0.35,Advance,False,-0.38,1.16
L0053,Intermediate,Conversational,17,Vocabulary,1.91,61.91,65.77,0.61,Repeat,True,0.19,1.83
L0060,Intermediate,JLPT N4,11,Listening,4.42,71.95,74.54,0.66,Repeat,False,0.13,1.85
L0054,Advanced,Conversational,16,Grammar,10.0,61.1,78.58,0.71,Advance,False,0.7,1.71
L0018,Intermediate,JLPT N4,8,Listening,3.56,73.06,66.01,0.88,Repeat,False,-0.34,1.5
L0042,Advanced,JLPT N5,6,Kanji,6.49,69.66,77.47,0.62,Advance,False,0.37,1.83
L0085,Intermediate,Writing,8,Grammar,5.49,57.97,72.79,0.45,Advance,False,0.63,1.67
L0059,Beginner,JLPT N4,15,Grammar,7.34,68.43,65.48,0.32,Test,True,-0.15,1.47
L0008,Advanced,JLPT N5,6,Vocabulary,7.66,48.53,43.0,0.51,Repeat,True,-0.27,1.77
L0076,Beginner,JLPT N5,12,Listening,2.48,80.97,90.29,0.77,Test,True,0.43,2.05
L0094,Beginner,JLPT N5,18,Listening,5.04,55.8,55.12,0.45,Revise,False,-0.03,1.48
L0093,Advanced,Reading,4,Grammar,5.8,85.25,83.21,0.37,Advance,False,-0.1,1.96
L0075,Beginner,Reading,19,Kanji,6.9,77.9,75.99,0.85,Repeat,True,-0.1,1.72
L0061,Beginner,JLPT N4,16,Vocabulary,5.25,62.96,53.03,0.84,Revise,False,-0.46,1.24
L0087,Intermediate,JLPT N5,1,Listening,6.15,68.07,82.14,0.64,Test,False,0.61,1.72
L0100,Beginner,Writing,13,Kanji,7.42,86.53,75.09,0.87,Revise,True,-0.52,1.62
L0096,Advanced,JLPT N5,2,Grammar,6.13,61.67,57.04,0.97,Revise,True,-0.23,1.72
L0052,Advanced,Reading,3,Vocabulary,1.05,86.26,88.56,0.68,Revise,False,0.11,1.88
L0085,Intermediate,Conversational,11,Listening,6.45,71.68,81.75,0.31,Test,False,0.46,1.92
L0065,Intermediate,JLPT N4,13,Grammar,5.57,78.01,83.36,0.39,Revise,False,0.26,2.04
L0064,Advanced,Reading,6,Listening,6.97,61.85,73.17,0.45,Repeat,True,0.51,1.75
L0005,Beginner,JLPT N4,16,Kanji,3.42,70.51,56.86,0.86,Revise,False,-0.59,1.71
L0018,Advanced,Writing,3,Vocabulary,6.23,72.6,79.28,0.91,Revise,True,0.32,1.63
L0053,Advanced,Conversational,18,Listening,7.04,78.22,69.39,0.3,Test,False,-0.41,1.49
L0050,Beginner,Reading,14,Listening,5.23,72.71,71.71,0.37,Advance,False,-0.05,1.56
L0010,Intermediate,Writing,18,Listening,2.01,89.21,82.56,0.75,Advance,False,-0.32,1.97
L0006,Advanced,JLPT N5,16,Grammar,6.34,75.76,65.82,0.6,Revise,False,-0.46,1.71
L0055,Advanced,Writing,18,Listening,7.31,67.71,60.02,0.43,Advance,False,-0.37,1.63
L0077,Beginner,Conversational,11,Listening,5.1,79.53,90.32,0.65,Advance,False,0.49,1.84
L0043,Beginner,Reading,13,Listening,3.86,86.13,86.93,0.71,Repeat,True,0.04,1.74
L0054,Intermediate,Conversational,17,Kanji,6.27,100.0,100.0,0.84,Revise,True,0.0,2.01
L0084,Advanced,Writing,11,Listening,3.23,62.19,43.27,0.32,Repeat,False,-0.74,1.36
L0044,Intermediate,JLPT N5,16,Kanji,4.26,80.06,77.68,0.77,Advance,False,-0.12,1.68
L0007,Advanced,Writing,11,Kanji,2.21,59.38,56.75,0.83,Advance,True,-0.13,1.25
L0045,Advanced,Conversational,2,Kanji,5.45,61.31,60.66,0.5,Repeat,True,-0.03,1.29
L0020,Intermediate,JLPT N4,1,Listening,2.87,100.0,100.0,0.43,Advance,False,0.0,2.19
L0042,Intermediate,JLPT N5,10,Kanji,5.29,43.89,39.22,0.39,Repeat,False,-0.23,1.33
L0068,Advanced,Reading,20,Listening,1.58,74.99,85.05,0.99,Test,False,0.46,2.11
L0065,Advanced,Writing,20,Vocabulary,5.43,96.21,94.04,0.57,Test,False,-0.11,1.91
L0093,Beginner,JLPT N5,11,Grammar,6.18,79.3,60.18,0.41,Advance,True,-0.74,1.62
L0014,Advanced,Conversational,11,Vocabulary,7.7,60.19,52.13,0.31,Test,True,-0.38,1.54
L0027,Intermediate,JLPT N4,15,Kanji,7.79,84.54,64.0,0.99,Test,False,-0.77,2.11
L0081,Advanced,Writing,8,Grammar,5.59,75.89,76.37,0.64,Test,True,0.02,1.51
L0014,Advanced,Reading,3,Vocabulary,3.05,77.71,78.14,0.78,Advance,False,0.02,2.14
L0059,Intermediate,Writing,10,Vocabulary,3.65,76.23,73.47,0.51,Test,True,-0.14,1.79
L0077,Beginner,JLPT N5,18,Listening,6.1,74.87,74.07,0.44,Test,False,-0.04,1.6
L0092,Advanced,Conversational,3,Listening,5.29,62.17,92.94,0.69,Advance,True,0.91,2.2
L0056,Beginner,Reading,4,Listening,1.31,81.78,82.41,0.65,Advance,True,0.03,2.18
L0076,Intermediate,JLPT N4,14,Grammar,3.64,84.52,94.46,0.85,Revise,True,0.46,2.22
L0095,Advanced,Reading,15,Vocabulary,5.11,84.57,93.24,0.95,Test,True,0.41,1.78
L0070,Advanced,Conversational,18,Listening,7.07,60.08,67.16,0.78,Revise,False,0.34,1.74
L0075,Advanced,Writing,4,Vocabulary,7.42,60.08,55.76,0.56,Revise,True,-0.21,1.63
L0043,Intermediate,JLPT N4,15,Kanji,2.65,43.98,39.33,0.33,Test,True,-0.23,1.63
L0012,Beginner,Reading,18,Listening,5.1,36.64,34.87,0.65,Test,True,-0.09,1.35
L0057,Beginner,JLPT N4,15,Vocabulary,7.13,64.37,77.88,0.91,Revise,True,0.59,2.04
L0075,Intermediate,JLPT N4,7,Kanji,2.77,79.76,87.01,0.65,Test,True,0.35,1.69
L0011,Advanced,Conversational,19,Listening,2.72,75.47,82.0,0.36,Test,True,0.32,2.0
L0097,Advanced,Conversational,19,Kanji,4.35,78.92,71.36,0.57,Repeat,False,-0.36,1.65
L0044,Advanced,Reading,19,Listening,8.07,86.84,82.24,0.38,Repeat,True,-0.23,1.93
L0083,Intermediate,Writing,3,Listening,4.67,49.53,45.68,0.93,Advance,True,-0.19,1.63
L0062,Advanced,Writing,2,Grammar,9.41,87.99,75.4,0.56,Advance,False,-0.56,1.91
L0075,Advanced,Writing,15,Kanji,5.28,87.66,88.07,0.34,Revise,False,0.02,2.16
L0033,Intermediate,JLPT N4,20,Vocabulary,5.65,49.16,47.2,0.98,Revise,True,-0.1,1.68
L0021,Beginner,JLPT N4,2,Vocabulary,7.12,57.17,67.27,0.79,Revise,False,0.47,1.43
L0059,Beginner,Writing,2,Kanji,7.07,59.67,52.4,0.84,Revise,False,-0.35,1.0
L0010,Beginner,Conversational,6,Grammar,5.34,100.0,100.0,0.92,Advance,True,0.0,2.06
L0015,Advanced,JLPT N4,14,Vocabulary,2.6,83.31,86.17,0.81,Repeat,False,0.14,1.83
L0029,Intermediate,Conversational,5,Listening,5.17,64.97,95.12,0.55,Repeat,False,0.91,2.08
L0029,Intermediate,Reading,14,Kanji,8.84,60.14,71.53,0.91,Advance,False,0.51,1.49
L0020,Advanced,Writing,17,Vocabulary,6.42,100.0,100.0,0.42,Advance,True,0.0,1.83
L0086,Intermediate,JLPT N5,4,Kanji,5.58,80.53,83.62,0.74,Revise,False,0.15,1.69
L0067,Beginner,Reading,4,Kanji,5.4,72.63,89.46,0.49,Test,False,0.69,1.75
L0047,Beginner,Writing,7,Listening,3.89,70.33,78.2,0.98,Revise,True,0.37,1.81
L0076,Beginner,Writing,8,Vocabulary,2.97,60.12,81.85,0.48,Advance,True,0.8,1.96
L0017,Advanced,Writing,15,Vocabulary,5.03,51.07,55.98,0.54,Advance,True,0.24,1.76
L0017,Advanced,Conversational,8,Grammar,8.22,84.49,100.0,0.71,Revise,False,0.65,2.04
L0023,Advanced,Reading,5,Grammar,6.43,100.0,100.0,0.69,Repeat,False,0.0,1.86
L0047,Beginner,Conversational,13,Listening,6.48,62.18,81.04,0.81,Repeat,True,0.74,1.62
L0064,Intermediate,Reading,1,Grammar,4.97,42.98,36.34,0.9,Repeat,True,-0.32,1.0
L0064,Beginner,JLPT N5,17,Kanji,7.82,73.48,78.57,0.76,Repeat,False,0.25,1.8
L0084,Intermediate,Reading,8,Listening,5.26,40.22,49.61,0.58,Revise,False,0.44,1.42
L0024,Intermediate,Reading,9,Listening,6.4,64.86,72.26,0.86,Test,True,0.35,1.9
L0032,Beginner,Reading,6,Listening,4.96,74.34,62.55,0.96,Revise,False,-0.53,1.58
L0071,Beginner,Writing,8,Kanji,4.92,92.52,98.24,0.48,Repeat,False,0.28,1.83
L0070,Beginner,JLPT N4,12,Listening,5.38,59.71,48.58,0.97,Test,False,-0.51,1.79
L0047,Advanced,JLPT N5,16,Vocabulary,7.06,85.05,92.87,0.44,Test,True,0.37,1.68
L0045,Advanced,Conversational,5,Listening,5.98,70.62,63.26,0.69,Revise,False,-0.35,1.63
L0096,Advanced,Writing,2,Kanji,5.0,62.18,55.78,0.8,Repeat,False,-0.31,1.59
L0023,Beginner,JLPT N5,6,Listening,6.41,75.27,75.08,0.79,Revise,True,-0.01,1.88
L0032,Advanced,JLPT N4,13,Listening,3.47,71.02,81.31,0.75,Test,True,0.47,1.91
L0093,Intermediate,JLPT N4,9,Kanji,5.8,73.02,62.73,0.67,Repeat,True,-0.47,1.64
L0024,Beginner,Writing,8,Vocabulary,4.04,100.0,99.6,0.97,Repeat,True,-0.02,1.72
L0009,Advanced,JLPT N5,16,Kanji,4.37,74.72,71.96,0.79,Repeat,False,-0.14,1.69
L0022,Advanced,Writing,1,Vocabulary,2.87,38.46,36.38,0.4,Repeat,True,-0.1,1.55
L0084,Advanced,JLPT N4,10,Vocabulary,3.7,79.16,78.65,0.31,Advance,True,-0.03,1.62
L0030,Intermediate,Writing,12,Grammar,2.45,84.23,67.15,0.54,Advance,False,-0.69,1.76
L0059,Intermediate,Conversational,5,Grammar,5.79,76.8,60.98,0.89,Advance,True,-0.66,1.62
L0036,Advanced,Conversational,2,Kanji,5.37,48.24,55.68,0.63,Test,False,0.36,1.83
L0039,Beginner,Writing,16,Grammar,6.26,74.09,83.35,0.36,Revise,True,0.43,2.01
L0088,Advanced,JLPT N5,8,Kanji,5.38,87.98,95.96,0.92,Advance,False,0.38,1.72
L0012,Advanced,Writing,7,Kanji,6.67,91.81,92.38,0.54,Advance,False,0.03,2.02
L0013,Intermediate,Conversational,7,Listening,2.7,81.42,90.0,0.52,Revise,False,0.4,2.07
L0007,Advanced,JLPT N4,5,Vocabulary,4.82,70.24,78.19,0.56,Advance,True,0.38,1.98
L0076,Beginner,Reading,14,Listening,3.47,53.08,56.18,0.41,Advance,True,0.15,1.31
L0068,Advanced,JLPT N5,4,Listening,4.83,71.04,58.21,0.82,Repeat,True,-0.57,1.83
L0055,Beginner,JLPT N4,7,Listening,5.92,73.4,65.52,0.7,Revise,False,-0.37,1.38
L0019,Advanced,JLPT N5,19,Kanji,5.51,60.67,52.65,0.33,Test,True,-0.38,1.04
L0054,Intermediate,Writing,13,Kanji,4.54,91.58,82.68,0.9,Test,False,-0.42,1.52
L0040,Advanced,JLPT N4,3,Grammar,3.83,64.77,67.41,0.71,Advance,True,0.13,1.64
L0021,Advanced,JLPT N4,17,Grammar,6.33,71.13,72.17,0.63,Repeat,False,0.05,1.43
L0074,Beginner,JLPT N4,10,Grammar,5.21,53.82,52.07,0.91,Repeat,True,-0.09,1.6
L0055,Beginner,Conversational,13,Listening,5.33,63.73,84.39,0.71,Advance,False,0.78,1.92
L0083,Intermediate,JLPT N4,15,Vocabulary,8.57,70.2,67.95,0.64,Revise,False,-0.11,1.49
L0001,Advanced,Conversational,10,Grammar,4.27,67.25,79.79,0.61,Repeat,False,0.56,1.64
L0044,Beginner,Writing,4,Kanji,5.8,56.96,79.08,0.54,Revise,True,0.8,1.87
L0031,Intermediate,JLPT N4,9,Grammar,8.39,56.71,61.84,0.79,Revise,True,0.25,1.34
L0032,Intermediate,JLPT N5,11,Kanji,6.75,67.05,70.15,0.9,Advance,False,0.15,1.83
L0082,Advanced,Conversational,7,Listening,4.44,49.56,34.69,0.71,Test,False,-0.63,1.0
L0008,Beginner,Conversational,11,Listening,3.36,52.99,48.87,0.7,Repeat,False,-0.2,1.34
L0017,Advanced,Conversational,1,Listening,4.11,88.31,81.86,0.35,Revise,True,-0.31,2.02
L0080,Beginner,Reading,12,Grammar,3.68,76.94,73.31,0.87,Repeat,False,-0.18,1.56
L0096,Intermediate,Writing,5,Listening,8.88,89.31,100.0,0.33,Revise,False,0.49,2.01
L0002,Advanced,Writing,6,Grammar,2.6,80.48,76.39,0.79,Revise,False,-0.2,1.92
L0046,Beginner,JLPT N5,7,Grammar,7.08,52.58,58.63,0.86,Test,False,0.29,1.47
L0009,Beginner,JLPT N4,12,Listening,7.05,78.99,95.18,0.76,Advance,False,0.67,2.03
L0079,Advanced,Reading,10,Vocabulary,6.2,44.13,37.26,0.51,Test,True,-0.33,1.65
L0013,Intermediate,JLPT N4,2,Listening,5.74,76.52,67.54,0.46,Revise,True,-0.42,1.51
L0077,Advanced,Reading,13,Kanji,4.58,65.31,73.89,0.9,Advance,True,0.4,1.85
L0099,Intermediate,JLPT N4,9,Kanji,5.95,57.98,56.0,0.71,Advance,True,-0.1,1.24
L0006,Advanced,Writing,19,Vocabulary,8.81,48.46,45.86,0.36,Revise,False,-0.13,1.33
L0085,Advanced,JLPT N4,1,Vocabulary,4.83,87.24,75.86,0.77,Advance,True,-0.51,1.7
L0052,Advanced,Reading,13,Vocabulary,7.17,73.15,75.14,0.78,Revise,False,0.1,1.75
L0093,Beginner,JLPT N5,15,Grammar,5.95,43.8,38.41,0.3,Repeat,True,-0.26,1.33
L0056,Beginner,JLPT N4,9,Vocabulary,3.55,69.13,85.31,0.35,Repeat,False,0.67,2.17
L0095,Beginner,JLPT N4,2,Vocabulary,4.31,81.56,71.02,0.6,Revise,True,-0.48,1.8
L0073,Beginner,Reading,8,Grammar,6.6,44.51,42.3,0.69,Repeat,False,-0.11,1.21
L0094,Intermediate,JLPT N4,15,Vocabulary,7.27,56.31,60.39,0.69,Repeat,False,0.2,1.67
L0028,Intermediate,Writing,10,Grammar,3.34,45.93,42.44,0.5,Advance,True,-0.17,1.03
L0058,Advanced,JLPT N5,16,Grammar,4.26,65.08,66.83,0.74,Test,False,0.09,1.49
L0002,Intermediate,Conversational,3,Grammar,7.92,72.69,75.22,0.43,Advance,True,0.13,2.0
L0013,Intermediate,Writing,6,Vocabulary,4.78,91.63,88.01,0.95,Test,False,-0.18,1.78
L0063,Beginner,Conversational,3,Kanji,4.69,97.8,100.0,0.98,Advance,True,0.11,2.0
L0012,Advanced,Reading,6,Vocabulary,2.87,70.75,67.43,0.53,Revise,True,-0.16,1.88
L0042,Advanced,Reading,10,Grammar,7.7,47.31,34.01,0.72,Test,False,-0.58,1.0
L0097,Beginner,JLPT N5,14,Listening,4.57,86.78,100.0,0.72,Test,True,0.58,1.81
L0094,Advanced,Conversational,6,Grammar,7.18,47.85,52.42,0.74,Repeat,False,0.22,1.47
L0003,Beginner,Conversational,19,Listening,3.86,80.08,86.52,0.52,Test,False,0.31,1.69
L0017,Beginner,Reading,2,Vocabulary,6.07,71.37,62.85,0.73,Revise,True,-0.4,1.63
L0042,Advanced,Writing,2,Vocabulary,4.59,86.78,81.51,0.84,Test,False,-0.26,1.71
L0071,Beginner,JLPT N5,5,Grammar,3.58,79.67,75.84,0.96,Test,False,-0.19,1.36
L0086,Beginner,Conversational,11,Listening,4.88,88.44,89.86,0.63,Advance,False,0.07,2.33
L0058,Advanced,Writing,20,Listening,4.66,33.91,19.34,0.44,Repeat,True,-0.62,1.11
L0045,Intermediate,JLPT N5,8,Kanji,2.37,81.9,86.09,0.64,Advance,True,0.21,1.93
L0054,Beginner,JLPT N4,12,Vocabulary,3.6,55.69,51.54,0.94,Test,True,-0.2,1.29
L0096,Advanced,Conversational,8,Kanji,4.65,72.95,93.09,0.57,Test,True,0.76,2.06
L0003,Advanced,Reading,9,Vocabulary,6.95,90.99,84.71,0.6,Advance,True,-0.3,1.79
L0069,Beginner,JLPT N5,19,Vocabulary,4.84,60.32,61.24,0.57,Test,False,0.05,1.49
L0073,Advanced,JLPT N4,13,Listening,5.59,73.74,70.47,0.7,Test,True,-0.16,1.73
L0023,Beginner,JLPT N5,17,Grammar,3.66,81.32,91.31,0.75,Advance,False,0.46,1.9
L0093,Intermediate,Conversational,17,Grammar,5.17,70.55,46.71,0.97,Revise,True,-0.83,1.62
L0096,Advanced,JLPT N4,15,Listening,4.57,85.46,91.58,0.9,Repeat,True,0.3,1.97
L0082,Advanced,JLPT N5,15,Listening,2.18,67.95,61.69,0.59,Advance,True,-0.3,1.65
L0061,Intermediate,Writing,12,Listening,8.16,63.9,69.02,0.33,Repeat,False,0.25,1.81
L0039,Intermediate,Reading,2,Vocabulary,8.61,71.06,57.54,0.63,Revise,True,-0.59,1.35
L0068,Advanced,Writing,5,Vocabulary,2.9,32.02,29.75,0.95,Repeat,True,-0.11,1.27
L0030,Beginner,JLPT N5,18,Vocabulary,2.9,36.04,44.81,0.47,Advance,True,0.41,1.56
L0070,Beginner,JLPT N4,11,Grammar,6.01,79.4,67.0,0.67,Advance,False,-0.55,1.37
L0098,Intermediate,Conversational,5,Listening,5.6,59.82,63.47,0.8,Repeat,False,0.18,1.41
L0029,Beginner,Writing,16,Vocabulary,4.64,68.35,81.27,0.69,Advance,False,0.57,1.66
L0022,Advanced,JLPT N4,1,Grammar,6.61,63.59,55.69,0.35,Test,True,-0.38,1.88
L0070,Intermediate,JLPT N4,12,Kanji,4.94,71.78,76.19,0.5,Advance,True,0.22,1.58
L0099,Beginner,JLPT N5,20,Listening,3.58,100.0,95.85,0.71,Revise,True,-0.2,2.09
L0056,Intermediate,JLPT N5,11,Grammar,3.05,76.1,74.37,0.81,Test,False,-0.09,1.87
L0006,Advanced,JLPT N5,17,Grammar,4.22,74.77,87.33,0.51,Revise,True,0.56,1.83
L0059,Beginner,JLPT N4,19,Kanji,1.32,23.19,25.29,0.47,Repeat,False,0.1,1.2
L0078,Beginner,JLPT N5,1,Vocabulary,3.08,35.28,55.22,0.62,Repeat,True,0.76,1.36
L0094,Intermediate,Writing,15,Grammar,4.99,62.0,58.56,0.56,Test,False,-0.17,1.51
L0091,Advanced,JLPT N5,4,Kanji,4.65,70.38,64.56,0.62,Test,True,-0.28,1.34
L0018,Advanced,JLPT N5,2,Listening,7.37,93.1,87.57,0.36,Advance,True,-0.27,1.82
L0088,Intermediate,Writing,20,Listening,4.41,93.82,93.04,0.52,Revise,False,-0.04,1.89
L0080,Beginner,JLPT N4,18,Vocabulary,2.43,83.23,77.32,0.64,Repeat,True,-0.29,1.58
L0073,Beginner,Conversational,9,Kanji,5.97,65.12,81.32,0.94,Repeat,True,0.67,1.69
L0049,Beginner,Conversational,18,Vocabulary,3.25,77.22,70.51,0.53,Repeat,False,-0.32,1.91
L0070,Advanced,JLPT N4,7,Grammar,6.32,96.5,100.0,0.59,Test,True,0.17,2.02
L0068,Intermediate,Writing,1,Kanji,4.66,65.11,69.01,0.5,Repeat,False,0.19,1.66
L0067,Intermediate,Conversational,8,Kanji,3.12,77.15,94.31,0.91,Advance,False,0.7,1.92
L0006,Beginner,Conversational,9,Kanji,6.34,87.68,100.0,0.33,Test,False,0.55,1.8
L0021,Intermediate,JLPT N5,3,Vocabulary,6.69,74.07,65.89,0.51,Repeat,False,-0.39,1.66
L0086,Beginner,Reading,19,Grammar,4.36,78.14,78.89,0.62,Advance,False,0.04,2.05
L0029,Beginner,JLPT N5,20,Vocabulary,7.0,56.55,27.59,0.73,Repeat,True,-0.9,1.27
L0075,Beginner,JLPT N5,6,Vocabulary,3.37,84.0,94.94,0.55,Repeat,True,0.5,1.84
L0061,Intermediate,Conversational,13,Kanji,5.01,47.82,42.95,0.85,Repeat,True,-0.24,1.14
L0013,Beginner,JLPT N4,4,Vocabulary,1.54,90.01,100.0,0.69,Revise,True,0.46,2.01
L0053,Intermediate,Reading,18,Grammar,2.36,70.3,72.1,0.39,Repeat,True,0.09,1.99
L0037,Beginner,JLPT N5,19,Listening,1.58,66.24,74.1,0.91,Advance,True,0.37,2.01
